index,generated_output
99249,"The product is a foaming hand wash. The dimensions provided are:

- Width: 28 inches
- Depth: 28 inches
- Height: 28 inches

To determine the volume of the product, we can use the formula for the volume of a rectangular prism:

\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

Substituting the given dimensions:

\[ \text{Volume} = 28 \, \text{inches} \times 28 \, \text{inches} \times 28 \, \text{inches} \]

\[ \text{Volume} = 28^3 \, \text{inches}^3 \]

\[ \text{Volume} = 21,072 \, \text{inches}^3 \]

Therefore, the volume of the product is 21,072 cubic inches."
99250,The height of the product is 70.87 inches.
99251,The width of the product is 1.8 inches.
99252,The width of the product is 23CM.
99253,The height of the product is 46 cm.
99254,The width of the product is 17.7 inches (45 cm).
99255,The depth of the product is 17.7 inches (45 cm).
99256,The product's item weight is not explicitly indicated in the image.
99257,The height of the product is 16.5 inches.
99258,The depth of the product is 42 cm.
99259,The height of the product is 20.5 cm.
99260,The width of the product is 14.5 inches.
99261,The depth of the product is 14.5 inches.
99262,The width of the product is 8.5 cm (3.34 inches).
99263,The depth of the product is 18.5 inches (46.9 cm).
99264,The width of the product is 18.5 inches (46.9 cm).
99265,The height of the product is 5.2 feet to 6 feet.
99266,The width of the product is 53 cm.
99267,The product has a height of 16 3/4 inches.
99268,The height of the product is 2.95 inches.
99269,The depth of the product is 2.95 inches.
99270,The product is 84mm in height.
99271,The height of the product is 6.3 inches.
99272,The depth of the product is 2 inches.
99273,The product width is 31 cm (12.2 inches).
99274,The width of the product is 50mm.
99275,The width of the product is 16.5 cm (6.49 inches).
99276,The width of the product is 0.7 inches (1.8 cm).
99277,The depth of the product is 4.7 inches or 12 centimeters.
99278,The width of the product is 4.3 inches or 11 centimeters.
99279,The height of the product is 34.5 inches.
99280,The depth of the product is 7.9 inches.
99281,The weight of the scissors is 186 grams (6.6 ounces).
99282,The depth of the product is 8.65 inches or 22 centimeters.
99283,The product is 270mm (10.6 inches) tall.
99284,The product is 55 inches tall.
99285,The depth of the product is 17.5 cm.
99286,The width of the product is 17.5 cm.
99287,The height of the product is 17.5 cm.
99288,The product is 305mm tall.
99289,The depth of the product is 305mm.
99290,The height of the product is 104 cm.
99291,The product has a depth of 80 cm (39.21 inches).
99292,The product has a height of 80cm (39.21 inches).
99293,The width of the product is 3.9 inches.
99294,The depth of the product is 3.9 inches.
99295,The product is 29cm (11.41 inches) deep.
99296,The width of the product is 29cm (11.41 inches).
99297,The width of the product is 150mm.
99298,The depth of the product is 150mm.
99299,The width of the product is 33mm (1.30 inches).
99300,The width of the product is 18 cm or 7.08 inches.
99301,The height of the product is 40 cm or 15.74 inches.
99302,The depth of the product is 322 mm.
99303,The height of the product is 364 mm.
99304,The width of the product is 1.5 inches or 4 centimeters.
99305,The product has a height of 1.5 inches (4 cm).
99306,The depth of the product is 90 cm.
99307,The height of the product is 6 cm.
99308,The depth of the product is 6 cm.
99309,The height of the product is 23 cm (9 inches).
99310,The depth of the product is 6 inches.
99311,The depth of the product is 9 cm.
99312,The height of the product is 8.5 cm.
99313,The width of the product is 9 cm.
99314,The height of the product is 5 cm.
99315,The width of the product is 60 inches.
99316,The height of the product is 44 cm (17.32 inches).
99317,The width of the product is 22 inches.
99318,The height of the product is 36 inches.
99319,The product is adjustable and can be adjusted from 32.5 cm to 55 cm.
99320,The depth of the product is 8.9 cm.
99321,The product has a depth of 29.8 inches (756 mm).
99322,The width of the product is 29.8 inches (756 mm).
99323,The height of the product is 15.2 inches.
99324,The width of the product is 80 cm (31.5 inches).
99325,The depth of the product is 80 cm (31.5 inches).
99326,The height of the product is 140 cm.
99327,The depth of the product is 140 cm.
99328,The depth of the product is 5.11 inches.
99329,The width of the product is 93 cm.
99330,The height of the product is 96-170 cm.
99331,The width of the product is 7.5 inches.
99332,The height of the product is 40 cm (15.7 inches).
99333,The width of the product is 1.7 inches.
99334,The depth of the product is 1.5 inches.
99335,The depth of the product is 76.5 cm / 30 inches.
99336,The width of the product is 76.5 cm / 30 inches.
99337,The depth of the product is 3.15 inches or 8 cm.
99338,The product has a width of 6.2 meters.
99339,The product shown in the image is a telescopic ladder. The ladder is designed to extend and contract to provide a range of heights. The ladder in the image is extended to a height of approximately 6.2 meters (20 feet).
99340,"The product in the picture is a telescopic ladder. The height of the ladder can be measured as follows:

- The ladder is 6.2 meters tall when extended.

Therefore, the height of the product is 6.2 meters."
99341,The product has a height of 36 cm.
99342,"The depth of the product is 10.5 cm, which is approximately 4.13 inches."
99343,The maximum weight recommendation is 4 pounds (lb) or 1.8 kilograms (kg).
99344,The depth of the product is 18.7 cm.
99345,The width of the product is 18.7 cm.
99346,The depth of the product is 6.3 inches.
99347,The product is 16 cm (6.3 inches) tall.
99348,The depth of the product is 4.9 inches or 12.5 centimeters.
99349,The height of the product is 4.9 inches or 12.5 cm.
99350,The depth of the product is 11.79 inches (30 cm).
99351,The product has a height of 6.7 inches (170 mm).
99352,The width of the product is 13.36 inches (34.00 cm).
99353,"The depth of the product is 6 cm, which is 2.36 inches."
99354,The height of the product is 21 cm.
99355,The width of the product is 30.3 inches.
99356,The depth of the product is 14.5 cm.
99357,The width of the product is 4 inches.
99358,The depth of the product is 4 inches.
99359,The width of the product is 110 cm.
99360,The product is a set of 3 unframed prints.
99361,The width of the product is 11 inches.
99362,The product's item weight is approximately 87 grams.
99363,The depth of the product is 11 cm (4.33 inches).
99364,The width of the product is 11cm (4.33 inches).
99365,"The weight reference in the image is given as ""40 - 65 lbs"" for ""Small kids,"" ""60 - 85 lbs"" for ""Kids,"" and ""80 - 105 lbs"" for ""Teens."""
99366,The width of the product is 4 inches or 10 centimeters.
99367,The product is 4 inches tall.
99368,The product is a power adapter with a rating of 80W.
99369,The product's item weight is not explicitly indicated in the image.
99370,The height of the product is 25 cm or 9.84 inches.
99371,The depth of the product is 25 cm or 9.84 inches.
99372,The width of the product is 25 cm or 9.84 inches.
99373,The width of the product is 6 cm (2.36 inches).
99374,The height of the product is 28 cm (11.02 inches).
99375,The width of the product is 1.02 inches or 26 mm.
99376,The depth of the product is 30 mm.
99377,The product is 84 cm tall.
99378,The width of the product is 3 feet.
99379,The product is 70 cm tall.
99380,The height of the product is 46 cm.
99381,The depth of the product is 3 feet.
99382,The depth of the product is 18 cm or 7 inches.
99383,The depth of the product is 9 inches.
99384,The width of the product is 9 inches.
99385,The height of the product is 9 inches.
99386,The product size is 22cm (8.66 inches) in depth.
99387,The product is 18.89 inches tall.
99388,The height of the product is 55.5mm.
99389,The depth of the product is 73 cm.
99390,The height of the product is 86 cm.
99391,The width of the product is 4 cm (1.57 inches).
99392,The depth of the product is 4 cm (1.57 inches).
99393,The depth of the product is 11 inches.
99394,The width of the product is 11 inches.
99395,The depth of the product is 8.8 cm (3.5 inches).
99396,"The height of the product is 8.8 cm, which is 3.5 inches."
99397,The width of the product is 66 cm.
99398,"The depth of the product is 30 cm, which is approximately 11.8 inches."
99399,The width of the product is 30cm or 11.8 inches.
99400,"The product is a curling iron, which is a tool used to create curls in hair. The depth of the product is typically measured in millimeters (mm). In this case, the curling iron has a 32 mm diameter."
99401,The product width is 32mm.
99402,The product in the image is a Hot Tools Pro Signature 32mm Gold Curling Iron. The height of the product is 32mm.
99403,The depth of the product is 3 inches.
99404,The width of the product is 3 inches.
99405,The height of the product is 22 cm.
99406,The height of the product is 4.33 inches.
99407,The depth of the product is 2.76 inches.
99408,The height of the product is 33 cm.
99409,The depth of the product is 7.5 inches.
99410,The width of the product is 7.5 inches.
99411,The width of the product is 25mm (1 inch).
99412,The height of the product is 110 cm.
99413,The product is 58mm in height.
99414,"The product is a mobile printer, which is a device that can be carried in a pocket. It is designed to be useful for outdoor billing applications and is easy to carry. The battery backup ensures that the printer can continue to function even when the power is turned off."
99415,The width of the product is 58mm.
99416,The product has a height of 8.8 inches.
99417,The height of the product is 27.5 cm.
99418,The depth of the product is 7 cm.
99419,The product has a height of 14.8 cm.
99420,The width of the product is 25 cm.
99421,The height of the product is 9.2 cm (3.62 inches).
99422,The height of the product is 2.16 inches or 5.5 cm.
99423,The product's item weight is 4.7 lbs.
99424,The width of the product is approximately 25cm or 9.84 inches.
99425,The height of the product is 48 cm.
99426,The product size is 1.25 inches deep.
99427,The product is 1.25 inches tall.
99428,The width of the product is 29cm (11.4 inches).
99429,The depth of the product is 130cm.
99430,The depth of the product is 104 cm (40.95 inches).
99431,The depth of the product is 3.1 inches.
99432,The height of the product is 4.9 inches.
99433,The depth of the product is 4.60 inches or 11.7 cm.
99434,The voltage rating of the product is 100 to 120V AC.
99435,The wattage of the product is 35 watts.
99436,The maximum weight recommendation in the image is 1.1 lbs.
99437,The bearing capacity of the product is 1.1 lbs.
99438,The product has a height of 8.0 cm.
99439,The product is 78.4 inches tall.
99440,The depth of the product is 78.4 inches.
99441,The product has a height of 146mm.
99442,The width of the product is 11mm.
99443,The height of the product is 13.74 inches.
99444,The depth of the product is 13.74 inches.
99445,The width of the product is 39.4 inches.
99446,The depth of the product is 30cm.
99447,The width of the product is 30cm.
99448,"The product in the image is a step ladder. Here are the dimensions of the ladder:

- Height from the ground to the top step: 94 cm
- Height from the ground to the bottom step: 46 cm
- Height from the top step to the top step: 89 cm
- Height from the bottom step to the top step: 88 cm
- Height from the bottom step to the bottom step: 8 cm
- Height from the top step to the bottom step: 23 cm
- Height from the bottom step to the top step: 23 cm
- Height from the bottom step to the bottom step: 23 cm
- Height from the top step to the bottom step: 19 cm

These dimensions give you an idea of the overall size and structure of the ladder."
99449,The depth of the product is 5 cm.
99450,The height of the product is 5 cm.
99451,"The maximum weight recommendation is not explicitly stated in the image. However, the adjustable range of the bracket is mentioned as 18-37 cm. This suggests that the bracket can support a range of weights, but the exact maximum weight cannot be determined from the image alone."
99452,The adjustable range of the product is 18-37 cm.
99453,The height of the product is 3.74 inches.
99454,The depth of the products in the image is 25 cm (9.84 inches) for the red monster plushies and 24 cm (9.45 inches) for the blue and white monster plushies.
99455,The height of the product is 24.5 cm.
99456,The width of the product is 100cm.
99457,The depth of the product is 70cm.
99458,"The product's item weight is indicated by the labels on the kettlebells. Here are the weights:

- 4 kg
- 10 kg
- 12 kg"
99459,The width of the product is 22.8 inches.
99460,The height of the product is 29 inches.
99461,The height of the product is 21 cm.
99462,The product is 14 inches in depth.
99463,The product is 14 inches tall.
99464,The height of the product is 21.3 inches.
99465,The depth of the product is 7.1 inches.
99466,The depth of the product is 2.4 cm (0.94 inches).
99467,The product has a height of 2.4 cm (0.94 inches).
99468,The width of the product is 7.3 cm (2.87 inches).
99469,The product has a height of 8.66 inches.
99470,The width of the product is 3.14 inches.
99471,The depth of the product is 3.14 inches.
99472,The width of the product is 49mm.
99473,The height of the product is 49mm.
99474,The depth of the product is 135 cm.
99475,The product's item weight is 1.65 lbs.
99476,The depth of the product is 11.4 inches or 29 cm.
99477,The product is 81.5 mm tall.
99478,The product has a width of 77.0 mm.
99479,The depth of the product is 6.5 inches.
99480,The height of the product is 15 inches.
99481,The width of the product is 6.5 inches.
99482,The item weight is 0.01 kg.
99483,The wattage of the product is not explicitly mentioned in the image.
99484,The width of the product is 16 inches.
99485,The height of the product is 6 cm.
99486,The depth of the product is 20 cm.
99487,The width of the product is 8 inches (20 cm).
99488,The height of the product is 30 inches.
99489,The height of the product is 36 inches.
99490,The width of the product is 20 inches.
99491,The depth of the product is 20 inches.
99492,The width of the product is 16 inches.
99493,The width of the product is 2.9 inches.
99494,The product has a width of 8 cm.
99495,The product has a depth of 8 cm.
99496,The width of the product is 156mm (6.14 inches).
99497,The height of the product is 61mm (2.40 inches).
99498,The product has a height of 37.5 cm (15 inches).
99499,The product's item weight is 500W.
99500,The height of the product is 28 cm.
99501,The product width is 1.9 cm.
99502,The height of the product is 183 cm (72 inches).
99503,The product has a height of 3.80 inches.
99504,The height of the product is 30 cm.
99505,The depth of the product is 4.3 cm (1.69 inches).
99506,"The height of the product is 5.3 cm, which is approximately 2.08 inches."
99507,The width of the product is 9 inches (230mm).
99508,The product has a power output of 60W.
99509,The height of the product is 6.69 inches or 17 cm.
99510,The depth of the product is 3.93 inches or 10 cm.
99511,The depth of the product is 3.6 inches.
99512,The depth of the product is 16 inches.
99513,The product's item weight is 170 grams.
99514,The product has a height of 20 cm.
99515,The width of the product is 10 cm.
99516,The product has a height of 39.5 cm (15.6 inches).
99517,The height of the product is 63 inches.
99518,The width of the product is 12 inches (30 cm).
99519,The product is 1.57 inches tall.
99520,The depth of the product is 1.57 inches or 4 centimeters.
99521,The height of the product is 200 cm.
99522,The height of the product is 7.31 inches.
99523,The width of the product is 4.75 inches.
99524,The product has a height of 78mm.
99525,The depth of the product is 78mm.
99526,The depth of the product is 7.8 inches.
99527,The product has a height of 7.8 inches.
99528,The width of the product is 5.9 inches.
99529,The depth of the product is 175mm.
99530,The height of the product is 3.5 inches or 89 millimeters.
99531,The width of the product is 6.89 inches or 175 millimeters.
99532,The depth of the product is 47 mm.
99533,The height of the product is 47 mm.
99534,The height of the product is 62 cm.
99535,"The depth of the product is 8.5 cm, which is approximately 3.4 inches."
99536,The width of the product is 8.5 cm (3.4 inches).
99537,"The product is a set of embroidery hoops with different sizes. Here are the height details for each size:

- No:1: 4.33 inches (11 cm)
- No:2: 6.5 inches (16.5 cm)
- No:3: 8.66 inches (22 cm)
- No:4: 11 inches (28 cm)

So, the height of the product is 4.33 inches (11 cm) for No:1, 6.5 inches (16.5 cm) for No:2, 8.66 inches (22 cm) for No:3, and 11 inches (28 cm) for No:4."
99538,The width of the product is 60cm (23.6 inches).
99539,The height of the product is 1800mm.
99540,The width of the product is 7.5 cm.
99541,The depth of the product is 7.5 cm.
99542,The height of the product is 26mm.
99543,The height of the product is 4.19 inches.
99544,The depth of the product is 33.5 inches.
99545,The height of the product is 7.48 inches.
99546,The depth of the product is 41.5 cm.
99547,The height of the product is 41.5 cm.
99548,The width of the product is 41.5 cm.
99549,The width of the product is 30cm (11.81 inches).
99550,The width of the product is 2.10 meters.
99551,The depth of the product is 2.10 meters.
99552,The product in the image is a bed. The height of the bed is 8.2 feet (2.5 meters).
99553,The depth of the product is 23 inches or 60 centimeters.
99554,The width of the product in the image is 60 cm.
99555,The width of the product is 8 inches.
99556,The depth of the product is 8 inches.
99557,The height of the product is 8 inches.
99558,The product net weight is 12.43 pounds (5.63 kilograms).
99559,The product is 7.0 inches tall.
99560,"The product is a 7-inch wide screen TFT MP5 player with various features and accessories. The main components include:

1. **7-inch Wide Screen TFT MP5 Player**: This is the primary device for playing MP5 files, MP3 files, WMA files, and U/S PLayer.
2. **Power Cable**: This is used to connect the player to the vehicle's power source.
3. **Remote Control**: This allows you to control the player from a distance.
4. **Bracket**: This is used to mount the player on the dashboard or other suitable locations.
5. **Steering Wheel Controller**: This allows you to control the player using the steering wheel.
6. **Manual**: This provides instructions on how to use the player.
7. **Backup Camera**: This is an optional accessory that allows you to monitor the back of the vehicle.

The product is designed to provide a comprehensive entertainment and navigation experience for car owners."
99561,The width of the product is 13cm (5 inches).
99562,The width of the product is 60cm.
99563,The depth of the product is 1 inch.
99564,The height of the product is 35 cm.
99565,The product is 36 cm tall.
99566,The depth of the product is 11 cm (4.3 inches).
99567,The height of the product is 43 inches.
99568,The product is 350 cm tall.
99569,The product size is 350 cm (137.8 inches) wide.
99570,The product has a height of 9.50 inches.
99571,The product has a width of 23CM (9.1 inches).
99572,The product has a height of 100 cm (39.4 inches).
99573,The product has a height of 43.3 inches.
99574,The width of the product is 15cm (5.9in).
99575,"The product in the image is a triangular shape with a black grid pattern on the front. The height of the product can be determined by measuring the distance from the bottom of the grid to the top of the product. 

From the image, it appears that the height of the product is approximately 10 cm."
99576,The depth of the product is 1.8 cm.
99577,"The width of the product is 10cm/3.94""."
99578,"The depth of the product is 10cm/3.94""."
99579,The height of the product is 85cm.
99580,The product's item weight is 153 grams.
99581,The height of the product is 10CM.
99582,The width of the product is 10CM.
99583,The width of the product is 43 cm.
99584,The product has a height of 12 inches.
99585,The depth of the product is 5.5 inches.
99586,The product has a width of 28 cm.
99587,The depth of the product is 28cm.
99588,The width of the product is 10.5 cm.
99589,The depth of the product is 10.5 cm.
99590,The height of the product is 10.5 cm.
99591,The height of the product is 14 cm.
99592,The depth of the product is 14 cm.
99593,The depth of the product is 4.05 inches.
99594,The width of the product is 6.45 inches.
99595,The height of the product is 6.45 inches.
99596,"The product is described as small, only about 3 inches tall."
99597,The width of the product is 3 inches.
99598,The product is only about 3 inches tall.
99599,The width of the product is 4.7 inches.
99600,The width of the product is 5.9 inches.
99601,The product's item weight is 8.5 oz.
99602,The height of the product is 11.5 cm.
99603,The depth of the product is 11.5 cm.
99604,The depth of the product is 2.76 inches.
99605,The width of the products in the image is 246 mm.
99606,The depth of the products in the image is 246 mm.
99607,The height of the product is 195 cm.
99608,The width of the product is 47.5 cm.
99609,The depth of the product is 5 inches (12.70 cm).
99610,The width of the product is 5 inches (12.70 cm).
99611,The product has a height of 7 cm (2.7 inches).
99612,The product has a width of 7 cm (2.7 inches).
99613,The width of the product is 60 cm.
99614,The width of the product is 3 inches.
99615,"The depth of the product can be identified by the red lines that indicate the height of the sides of the pans. Here are the measurements for each pan:

- 4 Inch Pan: 3 inches
- 5 Inch Pan: 3 inches
- 6 Inch Pan: 3 inches

Therefore, the depth of each pan is 3 inches."
99616,The depth of the product is 300 square feet.
99617,The width of the product is 12 inches.
99618,The height of the product is 12 inches.
99619,The width of the product is 8 inches.
99620,The width of the product is 12 inches.
99621,The depth of the product is 11.8 inches.
99622,The width of the product is 155MM.
99623,"The height of the product is 6 1/8 inches, which is 155 millimeters."
99624,The width of the product is 68cm (26.8 inches).
99625,"The product is described as ""Compact & Lightweight,"" which suggests that it is small and lightweight. The dimensions provided are:

- Height: 98 cm (38.6 inches)
- Width: 68 cm (26.8 inches)

The weight of the product is also mentioned:

- Weight: About 0.69 lbs (0.62 lbs)

These dimensions and weight indicate that the product is compact and lightweight, suitable for both rainy and sunny days."
99626,The width of the product is 72 cm.
99627,The product is 22 cm tall.
99628,The depth of the product is 22 cm (8.6 inches).
99629,The width of the product is 22cm or 8.6 inches.
99630,"The height of the product is 6'2""."
99631,The width of the product is 2.5 inches.
99632,The depth of the product is 2.5 inches.
99633,The depth of the product is approximately 16 cm.
99634,The product is 6 inches tall.
99635,"The width of the product is 6 inches, which is approximately 16 cm."
99636,The height of the product is 9 cm.
99637,The product is designed to fit a 4-inch sink.
99638,The product is designed to fit a 4-inch sink.
99639,The width of the product is 11 cm (4.3 inches).
99640,The depth of the product is 3.4 inches.
99641,The height of the product is 4.75 inches.
99642,The height of the product is 190 cm.
99643,The width of the product is 120 cm.
99644,The width of the product is 39.5 cm.
99645,The height of the product is 43.0 cm.
99646,The depth of the product is 10 inches.
99647,The width of the product is 19 cm.
99648,The depth of the product is 19 cm.
99649,The height of the product is 38 inches.
99650,The width of the product is 31 cm.
99651,The depth of the product is 6.9 cm.
99652,The width of the product is 6.9 cm.
99653,The product has a width of 28 cm.
99654,The depth of the product is 9 cm.
99655,The height of the product is 48 cm.
99656,The width of the product is 48 cm.
99657,The depth of the product is 48 cm.
99658,The depth of the product is 11.8 inches or 30 cm.
99659,The width of the product is 11.8 inches or 30 cm.
99660,The width of the product is 6.3 inches.
99661,The maximum weight recommendation is 500 pounds.
99662,The width of the product is 7 inches.
99663,The depth of the product is 7 inches.
99664,The product has a width of 0.8 inch.
99665,The depth of the product is 27.5 inches.
99666,The depth of the product is 1 cm (0.4 inches).
99667,The width of the product is 5.1 cm (2 inches).
99668,The height of the product is 23 cm.
99669,The height of the product is 55 cm (21.7 inches).
99670,"The product has a width of 90 mm, which is approximately 3.54 inches."
99671,"The depth of the product is 10 mm, which is 0.39 inches."
99672,The product has a width of 20 cm.
99673,The product has a height of 20 cm.
99674,The depth of the product is 3.2 inches.
99675,The product has a maximum height of 3.2 inches.
99676,The depth of the product is 15.9 inches.
99677,The product has a height of 5.2 inches.
99678,The product's item weight is not explicitly indicated in the image.
99679,The depth of the product is 4.7 inches.
99680,The product is 4.7 inches tall.
99681,The width of the product is 4.7 inches.
99682,The product is a set of three body-shaped candles. The candles are hand-made and made of 100% soy wax. They are vanilla-scented and have a height of 3.8 inches and a width of 2 inches.
99683,The width of the product is 2 inches.
99684,The product is 4.88 inches tall.
99685,The width of the product is 3.14 inches.
99686,The depth of the product is 5.5 inches.
99687,The width of the product is 5.5 inches.
99688,The height of the product is 18 cm.
99689,The volume of the product is 750 milliliters.
99690,The depth of the product is 21 inches.
99691,The height of the product is 18-40 inches (46-102 cm).
99692,The product is 63 inches tall.
99693,The product has a width of 17 inches.
99694,The depth of the product is 20 inches.
99695,The width of the product is 75 cm.
99696,The width of the product is 20cm.
99697,The depth of the product is 20cm.
99698,The width of the product is 81mm.
99699,The height of the product is 81mm.
99700,The product has a height of 15cm (5.9 inches).
99701,The width of the product is 26cm (10.2 inches).
99702,The depth of the product is 11.8 inches.
99703,The depth of the product is 9.2 cm (3.8 inches).
99704,The product has a height of 2.17 inches.
99705,The height of the product is 23.62 inches.
99706,The height of the product is 77.4 cm.
99707,The depth of the product is 3cm/1.18in.
99708,The volume of the product is 30 ml.
99709,The width of the product is 64 cm (25.2 inches).
99710,The height of the product is 37 cm.
99711,The depth of the product is 14 cm.
99712,The width of the product is 14 cm.
99713,The height of the product is 35 inches.
99714,The product has a height of 8 inches.
99715,The width of the product is 10.23 inches or 26 cm.
99716,The depth of the product is 13.38 inches / 34 cm.
99717,The height of the product is 2.7 inches.
99718,The depth of the product is 2.7 inches.
99719,The product's item weight is not explicitly indicated in the image.
99720,The height of the product is 59 cm.
99721,The height of the product is 14.5 cm or 5.7 inches.
99722,The product has a height of 45 cm.
99723,The height of the product is 23.25 inches.
99724,The depth of the product is 52cm.
99725,The width of the product is 52cm.
99726,The depth of the product is 2.9 inches.
99727,The product has a height of 4.7 inches (12 cm).
99728,The height of the product is 11.1 inches (28 cm).
99729,The width of the product is 3.4 inches.
99730,"The height of the products is as follows:

1. **Big Spoonula**: 27.5 cm (10.8 inches)
2. **Big Spatula**: 27.5 cm (10.8 inches)
3. **Big Slotted Turner**: 30 cm (11.8 inches)"
99731,The height of the product is 125mm.
99732,The depth of the product is 110mm.
99733,The depth of the product is 12 cm.
99734,The product has a height of 13 cm.
99735,The height of the product is 5.9 inches.
99736,The depth of the product is 4.0 inches.
99737,The width of the product is 17.7 inches.
99738,The height of the product can be adjusted from 20.47 inches to 25.6 inches.
99739,The product is a 17x24 inch binder with a single pack.
99740,The product is 17 x 24 inches.
99741,The width of the product is 43 cm.
99742,The product has a height of 43 cm.
99743,The depth of the product is 8 inches.
99744,The width of the product is 8 inches.
99745,The height of the product is 320 mm.
99746,The width of the product is 59 cm.
99747,The width of the product is 129 cm.
99748,The width of the product is 69mm.
99749,The height of the product is 15 cm.
99750,The product is a cosmetic bag with dimensions of 15 cm x 26 cm.
99751,The product has a height of 43mm.
99752,"The depth of the product is 43mm, which is approximately 1.7 inches."
99753,The depth of the product is 63 mm.
99754,The height of the product is 5.5 inches or 140 millimeters.
99755,The width of the product is 2.5 cm.
99756,The width of the product is 1.5 inches.
99757,The depth of the product is 1.5 inches.
99758,The product's item weight is 180g.
99759,The depth of the product is 37mm (1.5 inches).
99760,The width of the product is 71mm.
99761,The depth of the product is 29 inches.
99762,The depth of the product is 5.5 inches.
99763,The width of the product is 12.2 inches.
99764,The depth of the product is 56 inches.
99765,The height of the product is 40 inches.
99766,The height of the product is 216mm.
99767,The height of the product is 18 cm.
99768,The width of the product is 15.75 inches.
99769,The height of the product is 3 inches.
99770,The depth of the product is 3 inches.
99771,The width of the product is 80 cm.
99772,The depth of the product is 80cm.
99773,The height of the product is 80 cm.
99774,The product is 4.2 inches deep.
99775,The product is 9 inches tall.
99776,The width of the product is 12.9 inches or 33 centimeters.
99777,The depth of the product is 3.1 inches or 8 cm.
99778,The height of the product is 44 inches.
99779,The width of the product is 4.95 inches.
99780,The depth of the product is 4.95 inches.
99781,The height of the product is 25.91 inches.
99782,The product is 21 inches tall.
99783,The maximum weight recommendation in the image is 350 pounds.
99784,The width of the product is 2.8 cm.
99785,The depth of the product is 2.8 cm.
99786,The width of the product is 10 inches.
99787,The depth of the product is 5 inches.
99788,The height of the product is 5 inches.
99789,The height of the product is approximately 6 cm.
99790,The height of the product is 30 inches.
99791,The height of the product is 300mm (H).
99792,The height of the product is 10.2 inches.
99793,The width of the product is 274mm.
99794,The height of the product is 0.91 inches or 23 millimeters.
99795,The width of the product is 1.08 inches or 27.5 millimeters.
99796,The depth of the product is 33mm.
99797,The width of the product is 55 cm.
99798,The depth of the product is 23 cm.
99799,The depth of the product is 22 cm.
99800,The width of the product is 70.5 cm.
99801,The depth of the product is 70.5 cm.
99802,The product has a height of 210 mm.
99803,The height of the product is 7.6 cm or 3 inches.
99804,The depth of the product is 3.8cm or 1.5 inches.
99805,The width of the product is 3.8cm or 1.5 inches.
99806,The product's item weight is 497.8 grams.
99807,The product has a height of 12.5 cm.
99808,The width of the product is 62 inches.
99809,The product is 62 inches long.
99810,The height of the product is 81mm (3.189 inches).
99811,The height of the product is 2.7 inches or 7 cm.
99812,The height of the product is 60 cm.
99813,The height of the product is 47.5 inches.
99814,The height of the product is 93.2 cm.
99815,The depth of the product is 10 cm.
99816,The width of the product is 10cm.
99817,The product has a height of 31.5 inches (80 cm).
99818,"The product is a set of 30 Premium Canvas Paper, each measuring 4x6 inches."
99819,The product has a height of 20 cm.
99820,"The depth of the product is 200mm, which is approximately 7.87 inches."
99821,The width of the product is 1564mm.
99822,The width of the product is 2.27 inches.
99823,The product in the picture is a sauce bottle. The height of the sauce bottle is 12.56 inches.
99824,The width of the product is 9.65 inches.
99825,The height of the product is 13 inches.
99826,The width of the product is 13mm or 0.51 inches.
99827,The height of the product is 38 cm.
99828,The depth of the product is 12 inches.
99829,The product has a height of 5.9 inches (150mm).
99830,The depth of the product is 34mm.
99831,The height of the product is 9.5 cm (3.74 inches).
99832,The depth of the product is 3 cm.
99833,The height of the product is 3 cm.
99834,The depth of the product is 2.8 inches.
99835,The width of the product is 2.8 inches.
99836,The height of the product is 19.5 inches.
99837,The width of the product is 19.5 inches.
99838,The depth of the product is 10 feet (120 inches).
99839,The height of the product is 10 feet (120 inches).
99840,"The maximum weight recommendation is not explicitly stated in the image. However, the package includes various components such as a holder, washers, screws, and a wrench. The image does not provide specific information about the maximum weight capacity of the holder."
99841,"The package includes the following items:

1. Strong adhesive (4 pieces)
2. Soft plastic strip (4 pieces)
3. 3-clips (4 pieces)
4. 4-holders (1 piece)
5. 5-12*25.4mm washers (1 piece)
6. 6-12*22.2mm washers (1 piece)
7. Rotating components (7 pieces)
8. Screws (8 pieces)
9. Anti-theft hex screws (9 pieces)
10. Special wrench for anti-theft screws (10 pieces)

The total weight of the package is approximately 100 grams."
99842,The height of the product is 32.5 cm.
99843,The product is 17 inches tall.
99844,The product is a cylindrical container with a depth of approximately 3 inches.
99845,The depth of the product is 2.2 inches or 5.7 centimeters.
99846,The product is 3.35 inches deep.
99847,The product has a width of 3.35 inches.
99848,The depth of the product is 9.84 inches.
99849,The product has a height of 13.78 inches.
99850,The product is 66 cm tall.
99851,The width of the product is 66cm or 25.98 inches.
99852,The depth of the product is 66cm or 25.98 inches.
99853,The height of the product is 30 cm.
99854,The product's item weight is not explicitly indicated in the image.
99855,The voltage rating of the product is 2400 MHz.
99856,The product weighs 0.6 kg.
99857,The maximum weight recommendation is 0.6 kg.
99858,The product has a height of 6.3 inches.
99859,The height of the product is 25 cm.
99860,The depth of the product is 7 cm.
99861,The product has a width of 20.4 cm.
99862,The depth of the product is 1.38 inches.
99863,The height of the product is 1.38 inches.
99864,The width of the product is 9.8 inches or 25 centimeters.
99865,The depth of the product is 3.9 inches or 10 centimeters.
